price,title,location,links,description
$75000,SEMI TRUCK TRADE: my 5 acre lot for your Late Model Semi Truck , (NW Phoenix),/evl/cto/4651507908.html,"
        Trade my beautiful 5 ACRE lot in the north west Phoenix Arizona.,
 For your late model SEMI TRUCK.,
 The lot is located approx 1/2 mile north of the new ""Douglas Ranch Subdivision"",,
 which will be included 83k homes & 250k residents when complete.,
 And few hundred feet east of the new proposed ""Hidden Waters Parkway North."",
 And approx 1 mile east of the new proposed ""Interstate 11 corridor"" (see maps),
 For more info on the lot please google ::: DOUGLAS  RANCH  BUCKEYE  ARIZONA :::,
 The latest of  JERRY  COLANGELO  Project ,
Or call Henry. 
 ,
"
$77500,"1992 PORSCHE 911 964 TURBO, $20K IN UPGRADES, EXCELLENT CONDITION", (N SCOTTS),/nph/cto/4634296021.html,"
         Please Send PHONE # if Serious Buyer, Thanks.,
 RARE Grand Prix White/Blk 1992 964 Turbo, Resealed, New Top End, Upgrades making 480Hp.,
 127k miles, (looks Like a 40k mile car), Well Taken Care of.,
 I Literally Fixed Everything Needed  & Added Every Bolt Modification to This Car. ,
 STREET ONLY, Never Tracked.,
 Paint Is In Excellent Condition.,
 Leakdown Before Mods 2-4%.,
 New:,
 Tial/Garrett GTR35 Turbo & Full Oil Line Kit.,
 B&B Headers & Full Exhaust.,
 Enlarged Stock Intercooler.,
 Completely Upgraded CIS Fuel System, Pumps, WUR, Fuel Head, Etc.,
 RS Clutch Kit.,
 Tial 46mm Wastegate & 410 BOV.,
 JIC Cross Suspension & Tarett Links Front & Rear.,
 FVD Full Short Shift Kit with Rod & All Bushings.,
 Outstanding Condition Interior:,
 Factory 12 Way Heated Seats.,
 Factory Red RS Seat Belts (Matches Fresh painted Calipers by Patrick Motors).,
 RUF style FVD White Gauges & Matching VDO Boost Gauge in console.,
 New RUF 5 Speed Shifter.,
 New RUF Mats.,
 Digital AFR Gauge, (visible when Needed or can be tucked under ashtray).,
 Tag Heuer Silk Screened Clock,
 REAL Speedline Daytona's, Just Redone & Etched By Jim D In CA, 10.75'' Rears & 8.5"" Fronts.,
 I'm Sure There's More To List, I Have All Receipts & Books For Car, Needs Nothing.,
 Please Send PHONE # if Serious Buyer, Thanks "
$78000,"2014 Mercedes Benz CLS 550 - Matte White ONLY 7,900 Miles", (Paradise Valley),/evl/cto/4681727413.html,"
        2014 Mercedes Benz CLS 550 ,
I paid 95,000 in January but will sacrifice for $78,000 OBO,
This car only has 7,900 miles and still under factory warranty. It is in mint condition is equipped with a flat white paint custom ordered from Mercedes with custom ordered Mercedes wheels. ,
Please Call Mark for Questions or Offers ,

    "
$78000,2014 Chevrolet Corvette Z51 3LT,,/evl/cto/4677935130.html,"
        Contact Justin via text at 480-two-three-five-3685 for inquiries. ,
For sale is a 2014 Chevrolet Corvette Z51 3LT - Arctic White - Kalahari Leather Interior.,
Black wheels 19"" front / 20"" rear. Red calipers. This car is also equipped with Magnetic Selective Ride Control. Carbon-fiber roof panel, and carbon-fiber interior trim. ,
Transmission is a 6-speed paddle-shift. Current mileage sits at 2,694. Asking $78,000. ,
Vehicle is completely stock except for full 3-year paint protection and clear bra over entire front end, side rocker panels, and back fenders. In addition it has ceramic tint on back windshield, front windshield, and driver/passenger windows. "
$79500,Porsche 911 - Trade for my Sea Ray 310, (Scottsdale),/evl/cto/4660340460.html,"
        Will consider trading my 310 Sea Ray Sundancer for 911 or Real Estate
    "
$79500,2007 Porsche Turbo, (north scottsdale),/nph/cto/4693752216.html,"
        3.6L horizontally-opposed 6-cyl engine-inc: twin turbochargers, twin intercoolers, variable turbine    geometry, dry sump lubrication,
Vario-Cam Plus variable valve timing system,
5-speed tiptronic transmission,
Dual-mass flywheel,
All wheel drive-inc: Porsche Traction Management (PTM),
Front/rear stabilizer bars,
Single lug GT3 wheels,
P245/35ZR19 front tires,
P325/30ZR19 rear tires,
19"" x 8.5"" front/19"" x 11 rear pressure cast alloy turbo wheels,
Pwr rack & pinion steering,
Pwr 4-wheel vented disc brakes-inc: 6-piston front/4-piston rear monobloc fixed alloy calipers,
Anti-lock braking system (ABS),
Porsche stability management (PSM),
Porsche Active Suspension Management System (PASM)-inc 10mm lowering"
$79500,2014 corvette stingray, (surprise),/wvl/cto/4660075620.html,"
        I have a nice corvette stingray. I purchased the car through the dealership 2 months ago. Ordered it custom. This is a 2014 corvette stingray Z51 3LT Laguna blue ultimate package you can put on these cars. Upgraded exhaust. Automatic. 800 miles on it.  Call or text Cody"
$79900,2012 Nissan GTR Black Edition, (Tucson),/cph/cto/4685522256.html,"
        2012 Nissan GTR Black Edition- Speed by Design 700 package, full bolt on's plus front mount intercooler, tuned for E85, 665 whp, 12,300 miles, $79,900 obo. Trades possible. 
    "
$5995,2010 toyota corolla automatic  cold ac   45000 miles,,/evl/cto/4698482241.html,"
        2010 toyota corolla,
fully loaded    restore salvage  ,
only has 45000 miles  ,
automatic  cold ac  
 ,
 or  
 ,
"
$4500,2006 MERCEDES CLS 500 TAKE OVER MY CAR PAYMEnt,,/nph/cto/4698505196.html,"
        2006 MERCEDES CLS 500 TAKE OVER MY CAR PAYMEnt,
4500 down,
595 month ,
runs great     looks great  ,
106000 miles  clean title,
 or   
 ,

    "
$8900,2002 Mercedes S500 Xtra Clean Low Miles, (Phx az ),/wvl/cto/4696649027.html,"
        I am selling a 2002 Mercedes s 500 clean low miles only has 97000 original miles car has brand new rims 20 inch and tires with less then a 100 miles on them to give it that Amg look car is black leather interior extra clean like I said no tips or tears car has ice cold a/c I am asking 8950.00  obo call today only serious buyers please call ,
..no blocked calls 
    "
$12000,2004 bagged dodge ram 1500, (43rd ave and peoria),/nph/cto/4670068340.html,"
        This truck is a bagged 2004 dodge ram 1500 all the work was done in 2008 by a shop in Texas, this truck has it all, bags all the way around, 3 subs inside powered by 2 amps, 2-5 gallon air tanks under the truck, frame was professionally cut in one area and welded back up so it will drop lower, 22in rims with great tires on them, still has a functional truck bed, ostrich wrapped seats, very clean inside and out, great looking and running truck, only 106xxx original miles, 4.7L engine, have to see it in person to really get the look of the truck......$12,000 firm
    "
$4900,2009 chevy aveo automatic, (320 w lone catus),/nph/cto/4664058816.html,"
        2009 chevy aveo,
automatic,
clean title ,
runs great 73000 miles,
,

    "
$7900,2006 cadillac escalade esv,,/evl/cto/4696987788.html,"
        2006 cadillac escalade esv fully loaded great truck,
\178000 miles clean title ,

    "
$3900,2010 ford focus,,/nph/cto/4699267787.html,"
        2010 ford focus,
ac  ,
clean title,
138000 miles,
5 speed  ,

    "
$4900,2010 nissan versa ,,/nph/cto/4696952209.html,"
        2010 nissan versa ,
automatic ,
ac  ,
66000 miles,

    "
$6995,2005 cadillac escalade esv, (north phoenix),/nph/cto/4674978710.html,"
        2005 escalade esv   ,
fully loaded ,
203000 miles ,
clean title ,
2 year emission,

    "
$27000,NEW!!!! 2014 Toyota Tundra Double Cab SR," (Payson, AZ)",/nph/cto/4681619735.html,"
        Call 
 ,
,
Asking $27,000. ,
Call for more info!,
no low ballers or commercial offers,
Clean Title, no accidents, literally as brand new as private party gets. ,
This Toyota Tundra is as close to brand new as they come, is has less than 150 miles on it!,
(Literally just the 2 hour drive home, all highway). ,
I haven't even pulled the info tabs off of the interior, I took the MSRP sticker off the passenger window, connected my iPod to the bluetooth stereo, (which sounds pretty dang good for an entry level truck) and drove home. ,
Yes it's a V6, but driving through mountains with 6% grades going 70mph, I still had plenty of passing power, and the onboard computer recorded over 18mpg trip average.,
I bought this truck as a gift for my son, but he says its to much and won't accept it.,
My loss, your gain. ,
I am asking $27,000 O.B.O. which is less than the MSRP, Plus your saving several thousand in dealer fees and taxes. Your saving easily $4,000+, just because I drove it home once before you. ,
. ,
2014 Toyota Tundra Double Cab SR,
4.0 V6 ,
5 Speed Automatic Transmission,
Rear Wheel Drive,
Four Doors,
Vinyl Seats and floor,
Power Windows,
Power Door Locks,
Bluetooth Audio and hands free phone ,
USB/MP3 port,
Cruise Control ,
A/C and Heat,
Folding rear bench,
Folding front center console,
Located in Payson, AZ"
$1800,2000 chrysler 300M fully loaded , (Goodyear),/wvl/cto/4700687415.html,"
        150k miles cold AC mechanic owned has current tags only problems are top half of car is faded.. Runs excellent "
$1,1954 chevy ,,/cph/cto/4634699946.html,"
        1954 chevy complete restore very nice car...original everything 6 cyl 3speed standard.if interested please call 505-929-4 one 5 two......asking $38,000 
    "
$1,2003 Hyundai Tiburon GTV6, (39th Ave and Greenway),/nph/cto/4634351156.html,"
        I have a 03 tiburon, cracked block has intake and exhaust. Car ran amazing before cracked the block shoot me offers. Also have Kenwood dnx6190hd and Fosgate p3 sub with amp that will come with it. Need to sell ASAP! 
    "
$1,*** LIFTED TRUCK***, (Glendale),/wvl/cto/4634408043.html,"
        Putting up for sale my 05 Ford F150 v8. Has 85k miles. Clean and clear title. Have brand new method racing wheels and brand new bf Goodrich all terrains on 35"". Has brand new in dash DVD deck with a lot of features and sound system with custom box. 2 brand new 10"" Memphis subs and brand new amp. (MEANING BRANDNEW ON EVERYTHING, ITS BEEN INSTALLED FOR NOT EVEN A MONTH) Has exhaust, bed liner, and bed cover to match with paint. Also have a brand new light bar never installed but fitted for front bumper. Have flip down DVD player. Oil and breaks just changed. Also have an extra set of rims and tires I will throw in. Not really looking for a trade unless it's a Sti, evo, silverado ss, cts-v, something pre runner, lifted, F250, or a turbo diesel. Asking 17k obo and willing to negotiate. For more questions or pictures please text ,
 Thankyou :) 
    "
$1,86 suburban lowered, (59th and bell rd),/nph/cto/4634398101.html,"
        Selling 86 chevy suburban project. Static lowered with spindles coils and depacked rear springs. Has 24"" Custom chrome wheels and tires, tbi350 with throttle body spacer, 700r4 tranny, pwr doors and windows, locks alarm with auto start, runs and drives ( rough ride) because of rear springs AC front and rear needs charged, clean az title full front back side to side with 4-link setup new air bag setup not installed. Air compressors etc. Suicide rear door kit ,
5200 obo possiable trade for Prerunner ,
Steering column is loose typical chey issue and passanger seat is bad. ,
call or text
 ,
,
chevy, gmc, ratrod, lowered, airbag, old, mini truck, ford, bagged, slammed, gmc, custom, mini truck 
    "
$1,2001 Audi S4 Quattro 4DR Sedan AWD-- 2.7L Twin Turbo DOHC 6 cyl, (Chandler AZ),/evl/cto/4634036947.html,"
        2001 Audi S4 Quattro 4DR Sedan AWD-- 2.7L Twin Turbo DOHC 6 cyl,
This is a really nice car.  I don't need it anymore, two drivers and three cars.,
165K miles, Tires in good condition, Cold air, Passed Emissions 2014.,
Salvage title from bank repo.,
Must see and drive to appreciate. ,
5,000.  OBO  (Serious offers only),
Text messages to:,

    "
$1,CHEVROLET 1956, (WEST VALLEY),/wvl/cto/4633621901.html,"
        CHEVROLET 1956 -,
1956 CHEVROLET BELAIR 4 door with 327 engine, transmission, all glass, all moldings.,
Seats have been re-upholstered, body in good condition and complete with 90 % of body work completed. Dash un-cut,
Pictures available upon request,
$3800.00 call 
 ,

    "
$1,93 Honda Prelude , (51st ave McDowell ),/wvl/cto/4634047167.html,"
        I'm selling my 93 Prelude, have all the fenders and interior parts anything from interior console to tail lights. I have these out of the engine already:,
- motor mounts,
- front and rear shocks ,
- intake manifold,
- manifold,
- power steering ,
- alternator ,
- compressor,
- radiated and condenser (complete),
- cv front axles (complete),
And many more parts, if interested text me at 
 ,
"
$1, 1996 MITSUBISHI GALLANT , (Metro),/nph/cto/4634211247.html,"
        1996 MITSUBISHI GALLANT / Randomly runs,...possible electrical short? engine light on...I have NO IDEA what is wrong with this car is just wont stay running... CASH ONLY... Sold AS IS>>>Please do not ask details of what is wrong with the car I DO NOT KNOW>. Expired tags,  I will get back with you as soon as I can, I work full time and VERY odd hours.text 
 ,
BEST CASH OFFER...."
$1,99 Chevy suburban ,,/wvl/cto/4633486149.html,"
        99 suburban 168+ miles all leather seats wood grain runs great cold ac not 4×4 asking $2500 obo if interested ,
also may trade 
    "
$1,car, (chandler az),/evl/cto/4633485117.html,"
        I have a 1996 mercury with 165,000 miles . It has new tires, battery, fuel pump, and tune up with spark plugs and wires all less than 6 months old. The interior is in good shape no tears, cold ac,  power windows and locks. The cruise control does not work.  Possible transmission problem but not sure come and tests drive. has some hail damage. I am asking $1000.00
    "
$1,Great work van,,/nph/cto/4633320846.html,"
        I have a  1991 van it is in great condition doesn't need any work 2000 or best please contact  Danny at ,
must go 
    "
$79900,1957 Chevrolet Black Convertible," (Butler, PA)",/nph/cto/4681014293.html,"
        Recently restored beautiful Black BelAir convertible,,,,283 V-8   AT, dual antennas, Gray & Red interior, red top boot, fender skirts......superior to advertised vehicles at $90,000 to $109,900.,
priced to sell at $79,900.    see others vehicles for sale at     www.BantamCityRods.com
    "
$79900,FS: Shelby Supersnake 2010,,/cph/cto/4675279480.html,"
        Like new condition 2010 Shelby Supersnake with all documentation. Listed in Shelby Registry,
Car under warranty through end of 2015 ,
Only 2800 miles,
Price reduced to sell at $79,900.00
    "
$80000,2012 Range Rover HSE, (Tucson),/nph/cto/4642170938.html,"
        Mint condition, 2012 Range Rover FULLY BODY HSE, low low mileage! Still under warranty!
    "
$80000,2007 Peterbilt Legacy #4 Extended Hood," (Palisade, Ne)",/nph/cto/4681152924.html,"
        2007 Peterbilt Legacy #4 Extended Hood ISX Cummins 600. 222,000 miles on the inframe, Inj. air compressor, head, small cam, rollers, balancers, 4 core radiator and hoses, 2 new rears: Eaton 336 ratio. Tires: 11R 22.5 @ 50%. 300 wheel base. New starter, all new fuel lines. Steering Box and pump replaced 195,000 miles ago. Truck has 1,082,00 miles on it. We Do NOT accept Pay pal. 
    "
$79900,2013 Ford Mustang Boss 302S Race Car, (Scottsdale),/nph/cto/4665700343.html,"
        This Scottsdale Arizona car was lightly tracked and only has 10hrs of use on it. It's in great shape and has no damage. The car will come with a brand new windshield at time of sale as well. This #24 of #50 has over $10,000 in options with seam welding and two sets of BBS Wheels and slicks. It also has $2000 in clear bra on the entire front end of the car, lower rockers and behind the rear tires as well. If you were to buy a new 2014 Boss 302S you would pay $90,000 plus another $13,000 to have what this car has. Pics available upon request,
Asking price $79,900,
Since reintroduction in 2011 the Boss 302S has won the following accolades:,
World Challenge GTS Manufacturers Championship,
World Challenge GTS Driver Championship,
World Challenge GTS Team Championship,
NASA American Iron ChampionshipNASA ST2 Championship,
In 2011 the Boss 302S tied the record set in 1970 for race wins by the same Mustang driver in a professional production based series at 5 wins,
2014 Specifications (Directional):,
Engine ,
5.0L TiVCT Boss engine with racing calibration ,
Engine oil cooler ,
FR serialized intake badge ,
Boss 302 fuel system ,
Upgraded cooling system,
Driveline ,
T-6060 6 speed transmission with integrated cooling pump ,
3.73 SRA with Torsen T2R Differential ,
FR1 Muffler,
Chassis ,
Front: coil over struts ,
Front lower control arms with extended ball joint and delrin bushing kit ,
FR adjustable front swaybar ,
Caster/Camber plates ,
Rear: coil over shocksTubular lower control arms with spherical bearings ,
FR Swaybar ,
EPAS with unique Ford Racing calibration ,
FIA Spec 6 point roll cage ,
Dynamic 3 way adjustable dampers ,
Wheels: Â Front 9"" x 19"" M-1007-DC199LGB; Rear 10"" x 19""Â M-1007-DC1910LGB,
Electrical ,
Lightened FR wiring harness ,
AMB Transponder ,
Switch plate - Start/ignition, aux switches,
Interior ,
AIM data acquisition system with GPS ,
Recaro HANS Pro Racer seat ,
Fire system with 2 nozzles ,
Quick release racing steering wheel ,
Window net ,
Safety system triangle nets ,
6 point racing harness ,
Master cut off switch,
Exterior ,
Color: TBD ,
FR front splitter ,
Rear adjustable CF wing ,
Unique fiberglass hood with air extractors ,
Hood pins ,
Boss 302S graphics package ,
Front and Rear Tow Hooks,
Brakes ,
Lightweight Brembo 4 piston brakes ,
Brake rotor sizes increased to 380mm front and 350mm rear ,
PFC racing pads ,
Brake duct kit ,
Stainless steel brake lines ,
FR brake booster assembly ,
Unique FR ABS calibration
    "
$80000,hummer h1, (mesa),/evl/cto/4696504251.html,"
        this is a full custom h1 2002 with 23.000 on it also a box a Title,
 15 kc lights ,
 Custom rims with arb air ,
 Custom upholstery,
 Custom radio,
 Custom 37inch off road tires,
 Custom tire rack ,
 If you wold like more info plz text or call ,
 Mike 
 ,

    "
$80000,2008 F650 Harley-Davidson Edition,,/nph/cto/4641498519.html,"
        2008 F650 Super Truck Harley-Davidson Special Edition $80K,
Model: F-650,
Make (Manufacturer): Ford,
Model year: 2008,
Engine: Cummings 6.7L ISB,
Miles: 86,146,
Body style: CONVENTIONAL CAB,
Driveline: 4X2,
Trim level: Crew Cab 2WD DRW,
Brake Type: Hydraulic,
Gramag air suspension seat with integral air supply pump,
Leather Seating,
Upgraded stereo (AM, FM, CD, DVD, MP#, Sirius, Ipod, Bluetooth, Nav, Camera, Alpine Sound System),
Sun Roof,
Leather Convertible Bed,
Camper Shell,
For more information contact Derek ""Hoagy"" Hogaboam 
    "
$81850,CITATION-2014 24SR Chateau , (Litchfield Park),/wvl/cto/4650746328.html,"
        Thor Motor Coach, Diesel, excellent mileage, Irish Creme Exterior & Caramel Latte Interior.,
$120,113 List Price, Chasis Sprinter 2013 MBD 11K 170 16 (USA) 0263706, Origianal Owner,
Driver/Passenger Side Air Bags                                        Wheel Liners,
Leatherette Driver/Passenger Chairs                                  30 Amp Service,
Back Up Camera and Monitor                                          Slide-Out Room Awnings,
Stainless Steel Convection Microwave                               Keyless Entry,
Smoke, LPG & Carbon Monoxide Detector                       HD/DSS Satelite Prep,
Fire Extinguisher                                                              Battery Disconnect Switch,
Euro 2 Burner H/O Gas Range Top W/ Glass Cover           3,500 lb. Hitch,
Systems Control Center                                                    3.6 Onan LP Generator,
Double Door Refrigerator w/Stainless Steal Front Panel       Night Shades,
RV Style SM/FM Dash Radio w/CD Player, WB Turner     Soft Touch Vinyl Ceiling,
and Aux. Input                                                    ,
Stainless Steel Power Range Hood                                     Innerspring Mattress,
Mid-Ship 26"" LCD TV w/DVD Entertainment System         Flourescent Ceiling Lighting     ,
iPod Ready,
Heated Remote Exterior Mirrors                                         Cab-Over Bed Ladder,
Outside Shower                                                                 European Style Cabinetry,
Automatic Step                                                                  Hardware with Nickel Finish,
6 Gallon Gas/Electric Water Heater                                     Residential Linoleum in Galley etc.,
Auto Transfer Switch                                                         China Bowl Toilet,
Fiberglass Running Boards                                                  Leatherette HAB Sofa w/Air Mat,
Electric Euro Skylight                                                         Solid Surface Bath Countertop,
13.5 BTU Lo-Profilc Ducted Roof A/C                                25,000 BTU Furnace,
Spare Tire with Rim                                                            Second Auxiliary Battery,
Electric Patio Awning                                                          Holding Tanks W/Heat Pads,
RVIA Seal                                                                          Ceiling Fan in Bedroom,
Solid Surface Countertop in Kitchen                                     Full Body Paint,
B+Sprinter Package"
$1500,2000 Jaguar XJ8 Vanden Plas, (35th Ave. & Greenway),/nph/cto/4704549301.html,"
        100k mi. I want to sell it for what I have into it. The head gaskets are toast. The interior is a 8.5 out of 10, and the exterior although straight and never wrecked needs to be re-cleared. The name Jaguar makes the job sound difficult, but the heads are easily accessible and no more difficult to change than a Honda x2.  If you have the time to swap the gaskets and refinish the clear coat this car books at $4600.00. I have just exhausted my efforts, so come get it. Clean and clear box a title, and key in hand. Call text or email ,
price is obo so make me a reasonable offer, I do have access to a tow truck. Color is dark dark greenish blue with peanut butter interior and walnut trim/ pictures tomorrow.
    "
$2200,2005 Chevrolet Cobalt , (Paradise Valley),/nph/cto/4704506303.html,"
        *** If this Ad is still up, the car is still available for purchase***,
For sale is my 2005 Chevrolet Cobalt. It is the base model cobalt (LS). The car currently has 189,xxx miles on it. I have taken this car from Minnesota to Florida twice, Minnesota to Denver, and Minnesota to Arizona all within the last 12 months. Made all of these trips without any issues. The car runs and drives well, however I will run through the pros and cons. Please read through these and if you're interested, you can find more information regarding pricing at the bottom.,
Pros:,
-Clean title,
-Car gets pretty solid gas mileage. In the city you're getting around 26 and freeway around 32,
-Next to new tires,
-Just got an alignment,
-Car has been owned by my family since 25,000 miles,
-Interior is pretty clean for a car with this mileage,
-Serpentine belt replaced ~3,000 miles ago,
-Air filter replaced a month ago,
Cons:,
This car is not perfect. It was used as a commuter car for construction work. A lot of these cons are cosmetic.,
-Missing rear passenger hubcap ,
-Dent in passenger side door,
-Paint chipping on lower side of drivers door (larger chipping, a few 4x4 inch chunks),
-brake pads will need replacing within the next 3,000 miles (in my opinion),
-You need to press a button to release the key. Tumbler is broke. Functions normal if you press button.,
With all of this being said, the car is in good running condition. It has almost 190k on it, its certainly not perfect. It will however get you from point A to point B, with pretty solid reliability and gas mileage. I'm asking $2,200 O.B.O. I feel like this is a pretty fair price, however I am open to offers. I'd really like to sell it by this weekend (10/10-10/12). Because of this, if you make a reasonable offer, odds are I will take it. I just purchased a new vehicle and don't have the room in my driveway. ,
Please TEXT me at 480-335-42 three one, or email me via the link up top. No calls please. You are welcome to text me and request a call back, however my occupation requires me to be available for calls during business hours, and thus can not discuss personal matters. I will add photos within the next 24 hours, and will snap a few in the morning. Text me if you'd like to see any. Thanks for your interest. ,
Keywords:,
Civic, honda, toyota, camry, malibu, impala, nissan, ford, chevy, taurus, fusion, accord, cruze"
$15000,2008 Honda CRV Black, (old town scottsdale),/evl/cto/4704549168.html,"
        Awesome vehicle! 1 owner, no smoking, no animals or children. Interior like new. Maintenance has been done regularly. Good tires- 2 of which are only 2months old. New battery,
You can meet me at BOA for the purchasing transaction- Serious buyers only! I lowered the price and $15K is the lowest I will accept.
    "
$2500,Fiero GT looking for love!, (Tempe AZ),/evl/cto/4699063398.html,"
        Great little car, fun to drive, needs a new home.,
Engine runs strong.,
Passed emissions in April without problems.,
Popup headlights function.,
Recent full brake system overhaul.,
Beautiful Mr. Mikes seat upholstery.,
A/C compressor seized up, I have new parts (included) but needs install.,
Front bumper cover needs minor  position adjustment.,
Ready to drive or perfect as project!  Asking $2500, will consider serious cash offers.  No trades.
    "
